id_solicitacao,data_solicitacao,cpf_cliente,produto,valor_solicitado,status,canal_entrada,cidade,analista_responsavel
961,17/01/2025,52279415023,Financiamento,12325.0,Aprovado,Agencia,Sao Paulo,Julia
962,2025/01/12,99235382634,Emprestimo,46005.0,Negado,Agencia,Fortaleza,Marcos
963,17/02/2025,11649094879,Emprestimo,19623.0,Negado,Web,Salvador,Carlos
964,2025-02-10,34714794180,Cartao,,Negado,App,Goiania,Ana
965,2025/02/05,22501028865,Financiamento,81275.0,Aprovado,Agencia,Campinas,Julia
966,27/01/2025,18548767301,Financiamento,36493.0,Pendente,Web,Salvador,Julia
967,2025/02/05,76173895212,Emprestimo,,Negado,App,Fortaleza,Fernanda
968,2025/02/16,22643572104,Financiamento,104843.0,Pendente,Web,Recife,Marcos
969,2025/02/04,24986489379,Emprestimo,63906.0,Pendente,App,Salvador,Carlos
970,2025-03-02,82877672368,Financiamento,,Aprovado,Web,Salvador,Marcos
971,2025/02/15,30842726855,Financiamento,,Negado,Web,Belo Horizonte,Carlos
972,2025-02-08,49682854924,Cartao,15689.0,Negado,Web,Salvador,Lucas
973,22/02/2025,14710698622,Emprestimo,,Pendente,Web,Rio de Janeiro,Lucas
974,19/01/2025,28092000962,Financiamento,64304.0,Negado,Agencia,Fortaleza,Fernanda
975,27/01/2025,59281079958,Financiamento,,Aprovado,App,Rio de Janeiro,Marcos
976,2025-02-24,41586680407,Emprestimo,15840.0,Negado,App,Sao Paulo,Ana
977,2025/02/04,98601810482,Cartao,,Aprovado,Agencia,Goiania,Fernanda
978,2025/02/16,94602343929,Cartao,18302.0,Pendente,Agencia,Sao Paulo,Julia
979,2025-02-07,63214062337,Emprestimo,11357.0,Aprovado,App,Rio de Janeiro,Lucas
980,11/02/2025,37078341135,Emprestimo,11741.0,Negado,App,Fortaleza,Ana
981,2025-01-01,58721890385,Financiamento,48777.0,Negado,Web,Porto Alegre,Ana
982,2025-02-04,76684185575,Financiamento,77731.0,Negado,Web,Salvador,Julia
983,07/02/2025,14755285620,Emprestimo,9101.0,Aprovado,Agencia,Curitiba,Marcos
984,2025-02-07,20328517335,Financiamento,10459.0,Aprovado,Agencia,Campinas,Ana
985,10/02/2025,26355633704,Emprestimo,60081.0,Negado,Web,Sao Paulo,Lucas
986,2025/02/28,51280572206,Financiamento,27906.0,Pendente,Agencia,Salvador,Julia
987,05/01/2025,79389039014,Financiamento,,Negado,Agencia,Goiania,Marcos
988,2025/01/14,22355466296,Emprestimo,82809.0,Pendente,Agencia,Curitiba,Marcos
989,2025/01/20,27709104073,Financiamento,932.0,Negado,Agencia,Salvador,Lucas
990,2025/01/23,66954162829,Cartao,7336.0,Aprovado,Agencia,Rio de Janeiro,Carlos
991,01/02/2025,60198448493,Cartao,,Pendente,Agencia,Goiania,Fernanda
992,2025/01/21,62235322834,Cartao,9426.0,Pendente,Agencia,Sao Paulo,Marcos
993,21/02/2025,63874323515,Emprestimo,,Pendente,App,Fortaleza,Lucas
994,2025-02-15,33110493659,Financiamento,,Aprovado,Web,Sao Paulo,Marcos
995,2025-02-05,36660518345,Cartao,,Pendente,App,Curitiba,Marcos
996,2025-02-16,26943115202,Cartao,27715.0,Negado,App,Belo Horizonte,Julia
997,2025-02-22,66591946102,Financiamento,98347.0,Negado,Web,Curitiba,Ana
998,2025-01-15,55550544474,Emprestimo,5155.0,Negado,App,Belo Horizonte,Ana
999,30/01/2025,45421559119,Cartao,16423.0,Pendente,Agencia,Recife,Fernanda
1000,23/02/2025,42737001151,Financiamento,109468.0,Aprovado,Web,Sao Paulo,Fernanda
157,25/02/2025,48812123091,Cartao,870.0,Aprovado,Agencia,Sao Paulo,Fernanda
986,2025/02/28,51280572206,Financiamento,27906.0,Pendente,Agencia,Salvador,Julia
498,13/01/2025,28869938635,Emprestimo,19225.0,Pendente,Agencia,Goiania,Fernanda
608,14/01/2025,76529899981,Financiamento,18374.0,Negado,Web,Porto Alegre,Ana
717,17/01/2025,56359008259,Financiamento,104163.0,Pendente,Web,Rio de Janeiro,Fernanda
477,2025-02-12,83446206392,Emprestimo,46477.0,Pendente,Web,Curitiba,Lucas
804,2025-01-16,64074661025,Cartao,15074.0,Pendente,App,Rio de Janeiro,Carlos
861,2025/02/08,87882937354,Financiamento,26272.0,Pendente,Agencia,Curitiba,Fernanda
773,10/01/2025,32811776648,Financiamento,,Pendente,Agencia,Goiania,Lucas
176,2025-02-09,92484522636,Financiamento,39941.0,Aprovado,Web,Goiania,Julia
89,2025/02/16,92564626414,Cartao,94421.0,Aprovado,Agencia,Rio de Janeiro,Julia
605,2025-01-29,68148287917,Financiamento,,Negado,App,Fortaleza,Fernanda
852,2025-01-30,33935823997,Emprestimo,79718.0,Aprovado,Web,Curitiba,Carlos
321,23/01/2025,12821561410,Emprestimo,22275.0,Aprovado,App,Campinas,Fernanda
820,29/01/2025,25035482653,Emprestimo,,Pendente,Web,Belo Horizonte,Ana
974,19/01/2025,28092000962,Financiamento,64304.0,Negado,Agencia,Fortaleza,Fernanda
308,2025-02-19,88326560670,Cartao,75151.0,Pendente,Web,Salvador,Carlos
847,2025-01-13,16414194238,Emprestimo,9290.0,Aprovado,Web,Goiania,Ana
548,08/02/2025,67587456574,Financiamento,,Negado,Agencia,Recife,Carlos
829,07/01/2025,87338874301,Emprestimo,60480.0,Pendente,App,Curitiba,Julia
